transaction_id,timestamp,sender_id,receiver_id,amount,currency,payment_channel,city,country,merchant_category,transaction_type,risk_score,is_structured,rapid_movement_flag,suspicious_flag,ml_label
T100405,2024-01-01 07:58:00,SND1129,RCV2068,944.37,INR,IMPS,Surat,India,Electronics,payment,23.97,0,0,0,0
T100406,2024-01-06 12:11:00,SND1132,RCV2188,1813.63,INR,UPI,Surat,India,Electronics,payment,15.17,0,0,0,0
T100407,2024-01-01 19:52:00,SND1054,RCV2154,430.87,INR,UPI,Jaipur,India,Services,payment,21.63,0,0,1,0
T100408,2024-01-04 08:40:00,SND_HF_24,RCV2275,1406.17,INR,NEFT,Jaipur,India,Retail,transfer,0.89,0,0,0,0
T100409,2024-01-02 05:32:00,SND_HF_28,RCV2165,9592.33,INR,NEFT,Jaipur,India,Forex,payment,30.56,0,0,0,0
T100410,2024-01-02 21:07:00,SND1132,RCV2041,212.2,INR,UPI,Jaipur,India,Hospitality,refund,20.37,0,0,0,0
T100411,2024-01-01 12:58:00,SND1052,RCV2081,96.78,INR,IMPS,Pune,India,Services,payment,7.72,1,0,1,0
T100412,2024-01-05 06:35:00,SND1104,RCV2045,378.33,INR,NEFT,Surat,India,Grocery,payment,9.9,0,0,0,0
T100413,2024-01-02 04:26:00,SND1010,RCV2217,901.23,INR,UPI,Surat,India,Retail,cash_withdrawal,10.39,0,0,0,0
T100414,2024-01-01 20:24:00,SND1006,RCV2160,1613.13,INR,Card,Pune,India,Electronics,payment,5.23,0,0,0,0
T100415,2024-01-03 08:50:00,SND1035,RCV2216,1090.04,INR,UPI,Bengaluru,India,Retail,refund,28.77,0,0,1,0
T100416,2024-01-04 13:46:00,SND1180,RCV2168,400.87,INR,UPI,Pune,India,Retail,payment,16.09,0,0,0,0
T100417,2024-01-01 13:56:00,SND1001,RCV2237,1745.88,INR,UPI,Surat,India,Electronics,transfer,1.42,1,0,0,0
T100418,2024-01-01 16:05:00,SND1139,RCV2269,567.4,INR,IMPS,Surat,India,Grocery,cash_withdrawal,12.82,0,0,1,0
T100419,2024-01-01 05:54:00,SND1152,RCV2119,1721.78,INR,UPI,Delhi,India,Retail,transfer,54.4,0,0,0,0
T100420,2024-01-02 06:12:00,SND_HF_10,RCV2209,302.84,INR,UPI,Jaipur,India,Electronics,payment,23.33,0,0,0,0
T100421,2024-01-01 04:51:00,SND1158,RCV2233,543.78,INR,UPI,Bengaluru,India,Electronics,payment,21.17,1,0,0,0
T100422,2024-01-02 00:05:00,SND1178,RCV2299,93.82,INR,UPI,Hyderabad,India,Retail,payment,30.88,0,0,0,0
T100423,2024-01-02 17:06:00,SND1055,RCV2161,119.98,INR,UPI,Pune,India,Electronics,payment,22.05,0,0,0,0
T100424,2024-01-01 16:29:00,SND1048,RCV2010,820.34,INR,UPI,Ahmedabad,India,Retail,refund,14.15,0,0,0,0
T100425,2024-01-03 23:13:00,SND1110,RCV2275,1647.48,INR,UPI,Ahmedabad,India,Travel,cash_withdrawal,0.0,0,0,0,0
T100426,2024-01-01 07:25:00,SND1156,RCV2168,3165.34,INR,UPI,Pune,India,Grocery,payment,8.02,1,0,0,0
T100427,2024-01-02 20:45:00,SND1155,RCV2278,1821.69,INR,UPI,Surat,India,Grocery,cash_withdrawal,0.0,0,0,0,0
T100428,2024-01-04 10:51:00,SND1045,RCV2105,1333.69,INR,UPI,Surat,India,Retail,payment,30.34,0,0,0,0
T100429,2024-01-02 09:47:00,SND1050,RCV2103,1473.08,INR,UPI,Chennai,India,Electronics,payment,12.22,0,0,0,0
T100430,2024-01-04 17:54:00,SND1034,RCV2119,676.52,INR,NEFT,Bengaluru,India,Retail,cash_withdrawal,27.2,0,0,0,0
T100431,2024-01-02 13:18:00,SND1062,RCV2011,612.77,INR,UPI,Ahmedabad,India,Grocery,transfer,4.17,0,0,0,0
T100432,2024-01-01 11:00:00,SND1059,RCV2298,174.11,INR,IMPS,Bengaluru,India,Grocery,payment,34.27,1,0,0,0
T100433,2024-01-02 07:55:00,SND1064,RCV2293,2508.5,INR,UPI,Surat,India,Retail,payment,27.9,1,0,0,0
T100434,2024-01-02 14:57:00,SND1130,RCV2203,1181.42,INR,Card,Chennai,India,Electronics,cash_withdrawal,55.83,0,1,0,0
T100435,2024-01-01 01:31:00,SND1086,RCV2104,289122.73,INR,NEFT,Surat,India,Retail,payment,74.66,0,0,1,1
T100436,2024-01-02 14:26:00,SND1129,RCV2025,252.69,INR,NEFT,Bengaluru,India,Services,payment,8.72,0,0,0,0
T100437,2024-01-01 10:19:00,SND1184,RCV2068,2110.44,INR,UPI,Delhi,India,CryptoExchange,transfer,33.14,0,1,0,0
T100438,2024-01-04 11:11:00,SND1111,RCV2136,34.07,INR,NEFT,Delhi,India,Travel,payment,6.15,0,0,0,0
T100439,2024-01-01 18:02:00,SND1196,RCV2015,196.62,INR,UPI,Chennai,India,Retail,payment,2.62,0,0,0,0
T100440,2024-01-05 04:02:00,SND1141,RCV2157,1028.82,INR,UPI,Pune,India,Grocery,payment,52.07,0,0,0,0
T100441,2024-01-04 07:39:00,SND1119,RCV2083,5757.8,INR,IMPS,Surat,India,Retail,payment,39.77,0,0,0,0
T100442,2024-01-01 11:26:00,SND1011,RCV2020,720.65,INR,UPI,Jaipur,India,Grocery,payment,15.0,0,0,0,0
T100443,2024-01-01 11:13:00,SND1054,RCV2197,1323.54,INR,UPI,Jaipur,India,Retail,payout,22.73,0,0,0,0
T100444,2024-01-04 06:47:00,SND1105,RCV2231,207.84,INR,UPI,Hyderabad,India,Travel,payment,19.8,0,1,0,0
T100445,2024-01-02 01:01:00,SND1157,RCV2234,2441.31,INR,IMPS,Kolkata,India,Travel,payment,32.97,0,0,1,0
T100446,2024-01-03 22:43:00,SND1106,RCV2129,1535.62,INR,RTGS,Hyderabad,India,CryptoExchange,transfer,7.17,0,0,0,0
T100447,2024-01-01 23:55:00,SND1117,RCV2190,295.64,INR,IMPS,Ahmedabad,India,Retail,payment,12.06,0,0,0,0
T100448,2024-01-03 12:16:00,SND1187,RCV2150,450.88,INR,UPI,Jaipur,India,Electronics,payment,0.0,0,0,0,0
T100449,2024-01-01 05:47:00,SND1005,RCV2066,1281.82,INR,UPI,Pune,India,Jewellery,payment,42.39,0,0,1,0
T100450,2024-01-01 14:52:00,SND1087,RCV2228,342.86,INR,Card,Hyderabad,India,Retail,payment,13.63,1,0,0,0
T100451,2024-01-04 12:12:00,SND1162,RCV2041,626.95,INR,UPI,Ahmedabad,India,Travel,payout,27.5,0,0,0,0
T100452,2024-01-01 03:41:00,SND1097,RCV2102,33.14,INR,IMPS,Pune,India,Travel,payment,7.82,0,0,0,0
T100453,2024-01-03 02:34:00,SND1111,RCV2229,1221.49,INR,UPI,Surat,India,Services,payment,15.88,0,0,0,0
T100454,2024-01-02 12:32:00,SND1198,RCV2057,814.61,INR,UPI,Surat,India,Retail,payment,34.34,0,0,1,0
T100455,2024-01-01 16:24:00,SND1146,RCV2212,7034.5,INR,IMPS,Bengaluru,India,Services,payment,22.08,0,0,0,0
T100456,2024-01-06 12:51:00,SND1106,RCV2220,1676.93,INR,RTGS,Mumbai,India,Hospitality,cash_withdrawal,28.66,0,0,0,0
T100457,2024-01-03 06:17:00,SND1154,RCV2288,239.06,INR,UPI,Ahmedabad,India,Services,payment,39.54,1,0,0,0
T100458,2024-01-01 12:50:00,SND1083,RCV2251,1826.78,INR,UPI,Hyderabad,India,Hospitality,payment,42.93,0,0,0,0
T100459,2024-01-01 15:15:00,SND1095,RCV2272,1002.04,INR,IMPS,Jaipur,India,Grocery,payment,18.78,0,0,1,0
T100460,2024-01-02 14:30:00,SND1114,RCV2064,843.47,INR,UPI,Jaipur,India,Services,payment,10.14,1,0,0,0
T100461,2024-01-01 23:41:00,SND1055,RCV2055,3468.57,INR,RTGS,Bengaluru,India,CryptoExchange,transfer,40.76,0,0,0,0
T100462,2024-01-06 10:24:00,SND1057,RCV2102,67.38,INR,NEFT,Surat,India,Grocery,payment,4.78,0,0,0,0
T100463,2024-01-02 09:05:00,SND1113,RCV2142,1060.92,INR,IMPS,Chennai,India,Grocery,cash_withdrawal,10.12,0,0,1,0
T100464,2024-01-02 21:04:00,SND1030,RCV2140,52.35,INR,UPI,Pune,India,Travel,payment,16.02,0,0,0,0
T100465,2024-01-01 05:02:00,SND1111,RCV2154,881.34,INR,IMPS,Mumbai,India,Jewellery,transfer,54.78,0,0,0,0
T100466,2024-01-01 00:47:00,SND1037,RCV2104,360.32,INR,UPI,Pune,India,Grocery,payment,0.0,0,0,0,0
T100467,2024-01-07 04:28:00,SND1170,RCV2225,869.24,INR,UPI,Delhi,India,Grocery,transfer,1.25,0,0,0,0
T100468,2024-01-01 09:41:00,SND1120,RCV2091,1654.28,INR,UPI,Surat,India,Retail,payment,34.34,0,0,1,0
T100469,2024-01-02 02:44:00,SND_HF_26,RCV2112,1047.23,INR,NEFT,Hyderabad,India,Forex,payment,60.69,0,0,0,0
T100470,2024-01-05 03:03:00,SND1137,RCV2044,119.74,INR,Card,Kolkata,India,Travel,payment,41.08,0,0,0,0
T100471,2024-01-02 08:25:00,SND1103,RCV2212,1500.86,INR,UPI,Bengaluru,India,Services,payment,16.38,0,0,0,0
T100472,2024-01-01 05:57:00,SND1112,RCV2137,418.13,INR,UPI,Chennai,India,Retail,payment,10.25,1,0,1,0
T100473,2024-01-01 02:57:00,SND1190,RCV2219,2901.53,INR,RTGS,Pune,India,Electronics,payout,29.16,1,0,0,0
T100474,2024-01-02 09:11:00,SND1030,RCV2014,2014.65,INR,NEFT,Delhi,India,Services,transfer,23.79,0,0,0,0
T100475,2024-01-03 17:09:00,SND1040,RCV2060,3901.18,INR,IMPS,Pune,India,Travel,refund,26.72,0,0,0,0
T100476,2024-01-02 00:23:00,SND1152,RCV2192,243.99,INR,UPI,Mumbai,India,Electronics,payment,4.57,1,0,0,0
T100477,2024-01-01 00:03:00,SND1163,RCV2144,314.67,INR,NEFT,Chennai,India,Retail,transfer,6.87,1,0,0,0
T100478,2024-01-02 21:52:00,SND_HF_14,RCV2055,131.62,INR,IMPS,Ahmedabad,India,Electronics,payment,34.88,0,0,1,0
T100479,2024-01-02 12:52:00,SND1045,RCV2140,328.05,INR,IMPS,Ahmedabad,India,Travel,refund,22.69,0,0,0,0
T100480,2024-01-01 00:59:00,SND1171,RCV2295,1370.97,INR,UPI,Jaipur,India,Jewellery,payment,45.34,0,0,0,0
T100481,2024-01-01 09:29:00,SND1133,RCV2021,1348.02,INR,UPI,Ahmedabad,India,Travel,payment,3.82,0,0,0,0
T100482,2024-01-03 08:51:00,SND1035,RCV2266,2049.74,INR,UPI,Kolkata,India,Retail,transfer,53.19,0,0,0,0
T100483,2024-01-01 02:58:00,SND1187,RCV2270,1033.6,INR,IMPS,Kolkata,India,Travel,payment,25.87,0,0,0,0
T100484,2024-01-01 19:12:00,SND1104,RCV2083,443.91,INR,UPI,Surat,India,Travel,payment,37.0,0,0,0,0
T100485,2024-01-01 02:31:00,SND1139,RCV2081,500.97,INR,NEFT,Kolkata,India,Electronics,payment,12.22,1,0,0,0
T100486,2024-01-01 09:43:00,SND_HF_6,RCV2237,2103.58,INR,UPI,Chennai,India,Jewellery,payment,44.78,0,0,0,0
T100487,2024-01-01 11:06:00,SND1159,RCV2025,668.99,INR,IMPS,Delhi,India,Electronics,payment,2.58,1,0,0,0
T100488,2024-01-03 15:31:00,SND1128,RCV2052,396.84,INR,UPI,Jaipur,India,Electronics,transfer,24.26,0,0,0,0
T100489,2024-01-01 08:44:00,SND1196,RCV2036,2064.06,INR,UPI,Surat,India,Hospitality,payment,23.86,0,0,0,0
T100490,2024-01-01 00:08:00,SND1106,RCV2131,1860.61,INR,UPI,Ahmedabad,India,Services,payment,22.63,0,0,0,0
T100491,2024-01-02 13:53:00,SND1187,RCV2104,1105.71,INR,NEFT,Ahmedabad,India,Retail,payment,5.52,0,0,0,0
T100492,2024-01-01 11:16:00,SND1048,RCV2187,513.6,INR,IMPS,Surat,India,Services,payment,14.79,1,0,0,0
T100493,2024-01-01 06:00:00,SND1050,RCV2100,6813.46,INR,UPI,Delhi,India,Grocery,payment,31.56,0,0,0,0
T100494,2024-01-03 02:13:00,SND1033,RCV2032,2632.09,INR,UPI,Mumbai,India,Retail,transfer,6.86,0,0,0,0
T100495,2024-01-01 03:27:00,SND1141,RCV2297,1159.91,INR,IMPS,Mumbai,India,Travel,payment,7.13,0,0,0,0
T100496,2024-01-01 01:46:00,SND1144,RCV2047,220.41,INR,UPI,Hyderabad,India,Services,payment,28.04,0,0,0,0
T100497,2024-01-01 08:53:00,SND1093,RCV2105,4923.01,INR,UPI,Delhi,India,Retail,payment,28.29,0,0,1,0
T100498,2024-01-01 15:13:00,SND1122,RCV2298,3703.24,INR,UPI,Surat,India,Travel,payment,34.23,0,0,0,0
T100499,2024-01-03 16:23:00,SND1110,RCV2144,1393.62,INR,UPI,Jaipur,India,Services,refund,12.87,1,0,0,0
